id,type,backgroundcolor,extra_params,content,daily_start_time,daily_stop_time,trigger_type,promo_visibility,exclusiveness,payment_flow,start_date,stop_date,days_of_week,title,status,search_tags,promo_id,slug,short_description,where,landscape_app,landscape_web,landscape_bgcolor,categories_whitelist,calculated_status
051cc759-7313-4a6a-8a67-15d648596c8f,classic_free_content,,,"{'row': [{'text': 'YPF Combustible', 'forecolor': '#121212', 'backgroundcolor': '#FFFFFF'}, {'text': '20% de reintegro', 'forecolor': '#121212', 'backgroundcolor': '#FFFFFF'}, {'text': 'Desde el 18/12 al 28/02', 'forecolor': '#121212', 'backgroundcolor': '#FFFFFF'}, {'text': 'Exclusivo con', 'forecolor': '#414141', 'backgroundcolor': '#FFFFFF'}, {'text': '15000', 'forecolor': '#121212', 'backgroundcolor': '#FFFFFF'}, {'text': 'Banco Macro', 'forecolor': '#121212', 'backgroundcolor': '#FFFFFF'}], 'image': {'primary_image': 'https://assets.mobile.playdigital.com.ar/promotions_dynamics/051cc759-7313-4a6a-8a67-15d648596c8f/primary_image.jpg?v=1734455991409', 'tertiary_image': None, 'secondary_image': 'https://assets.mobile.playdigital.com.ar/promotions_dynamics/051cc759-7313-4a6a-8a67-15d648596c8f/secondary_image.png?v=1734455991368', 'primary_position': [{'x': 0, 'y': 0}, {'x': 0, 'y': 0}, {'x': 0, 'y': 0}, {'x': 0, 'y': 0}], 'primary_backgroundcolor': '#FFFFFF', 'tertiary_backgroundcolor': None, 'secondary_backgroundcolor': '#FFFFFF', 'optional_images_pack': {'landscape_app': None, 'landscape_web': None, 'landscape_bgcolor': '#FFFFFF'}}, 'extra_row': None, 'tag_extras': [{'type': 'time_range', 'label': None, 'value': False}, {'type': 'countdown', 'label': None, 'value': False}, {'type': 'online_store', 'label': None, 'value': False}]}",00:00:00-03,23:59:00-03,payment_promotion,MBW_and_engine,all,instore,2024-12-18T03:00:00.000Z,2025-03-01T02:59:59.999Z,X,20% en YPF Combustible,active,"ypf,macro,reintegro,miercoles,estaciones de servicio,nafta,estacion de servicio",7f9a63fa-9f2b-4e11-a106-10986fb094de,20off-ypf-macro-diciembre24,2412-YPF-Macro-Presencial-20off,YPF,,,#FFFFFF,"{'categories': [{'map_category': 5, 'sub_categories': [28]}]}",RUNNING
0594f5e5-37bf-48c2-89ad-f6f1e3d07d5b,classic_free_content,,,"{'row': [{'text': 'Cooperativa Obrera ', 'forecolor': None, 'extra_data': None, 'backgroundcolor': None}, {'text': '20% de reintegro ', 'forecolor': None, 'extra_data': None, 'backgroundcolor': None}, {'text': 'Desde el 01/10 al 28/02', 'forecolor': None, 'extra_data': None, 'backgroundcolor': None}, {'text': 'Exclusivo con', 'forecolor': None, 'extra_data': None, 'backgroundcolor': None}, {'text': '6000', 'forecolor': None, 'extra_data': None, 'backgroundcolor': None}, {'text': 'Banco Macro ', 'forecolor': None, 'extra_data': [{'name_bank': 'Macro', 'image_bank': 'https://assets.mobile.playdigital.com.ar/images/banks/macro.png'}], 'backgroundcolor': None}], 'image': {'primary_image': 'https://assets.mobile.playdigital.com.ar/promotions_dynamics/0594f5e5-37bf-48c2-89ad-f6f1e3d07d5b/primary_image.jpg?v=1725375117897', 'tertiary_image': None, 'secondary_image': 'https://assets.mobile.playdigital.com.ar/promotions_dynamics/0594f5e5-37bf-48c2-89ad-f6f1e3d07d5b/secondary_image.png?v=1725375117885', 'primary_position': [{'x': 0, 'y': 0}, {'x': 0, 'y': 0}, {'x': 0, 'y': 0}, {'x': 0, 'y': 0}], 'primary_backgroundcolor': '#FFFFFF', 'tertiary_backgroundcolor': None, 'secondary_backgroundcolor': '#FFFFFF', 'optional_images_pack': {'landscape_app': None, 'landscape_web': None, 'landscape_bgcolor': '#FFFFFF'}}, 'extra_row': None, 'tag_extras': [{'type': 'time_range', 'label': None, 'value': False}, {'type': 'countdown', 'label': None, 'value': False}, {'type': 'online_store', 'label': None, 'value': False}]}",00:00:00-03,23:59:00-03,payment_promotion,MBW_and_engine,all,instore,2024-10-01T03:00:00.000Z,2025-03-01T02:59:59.999Z,X,20% en Cooperativa Obrera,active,"macro,cooperativa obrera,supermercado,presencial,miercoles",d334ad77-7c50-4fa8-afa8-0d685e84a49b,20off-cooperativaobrera-macro-oct24,2410-Macro-CooperativaObrera-Presencial-20off,Cooperativa Obrera ,,,#FFFFFF,"{'categories': [{'map_category': 1, 'sub_categories': [43]}]}",RUNNING
05af8baf-6437-477e-91cc-7856ab8bd3a4,classic_free_content,,,"{'row': [{'text': 'Hipermercado Libertad', 'forecolor': '#121212', 'backgroundcolor': '#FFFFFF'}, {'text': '30% de reintegro ', 'forecolor': '#121212', 'backgroundcolor': '#FFFFFF'}, {'text': 'Desde el 01/10 al 28/02', 'forecolor': '#121212', 'backgroundcolor': '#FFFFFF'}, {'text': 'Exclusivo con', 'forecolor': '#414141', 'backgroundcolor': '#FFFFFF'}, {'text': '12000', 'forecolor': '#121212', 'backgroundcolor': '#FFFFFF'}, {'text': 'Banco Macro', 'forecolor': '#121212', 'backgroundcolor': '#FFFFFF'}], 'image': {'primary_image': 'https://assets.mobile.playdigital.com.ar/promotions_dynamics/05af8baf-6437-477e-91cc-7856ab8bd3a4/primary_image.jpg?v=1726083893245', 'tertiary_image': None, 'secondary_image': 'https://assets.mobile.playdigital.com.ar/promotions_dynamics/05af8baf-6437-477e-91cc-7856ab8bd3a4/secondary_image.png?v=1725997024168', 'primary_position': [{'x': 0, 'y': 0}, {'x': 0, 'y': 0}, {'x': 0, 'y': 0}, {'x': 0, 'y': 0}], 'primary_backgroundcolor': '#FFFFFF', 'tertiary_backgroundcolor': None, 'secondary_backgroundcolor': '#FFFFFF', 'optional_images_pack': {'landscape_app': None, 'landscape_web': None, 'landscape_bgcolor': '#FFFFFF'}}, 'extra_row': None, 'tag_extras': [{'type': 'time_range', 'label': None, 'value': False}, {'type': 'countdown', 'label': None, 'value': False}, {'type': 'online_store', 'label': None, 'value': True}]}",00:00:00-03,23:59:00-03,payment_promotion,MBW_and_engine,all,online,2024-10-01T03:00:00.000Z,2025-03-01T02:59:59.999Z,X,30% en Libertad,active,"macro,hiper libertad,supermercado,miercoles,online",05eb63c8-1371-4769-96eb-dc8244bff256,30off-hiperlibertad-macro-selecta-oct24,2410-Macro-Selecta-HiperLibertad-Online-30off,Hipermercado Libertad,,,#FFFFFF,"{'categories': [{'map_category': 1, 'sub_categories': [43]}]}",RUNNING
06462ab0-e737-45b5-8ae0-e9c5d0b2656a,classic_free_content,,,"{'row': [{'text': 'Samsung S25 en On City', 'forecolor': '#121212', 'backgroundcolor': '#FFFFFF'}, {'text': '18 cuotas sin interés', 'forecolor': '#121212', 'backgroundcolor': '#FFFFFF'}, {'text': 'Desde el 07/02 al 20/02', 'forecolor': '#121212', 'backgroundcolor': '#FFFFFF'}, {'text': 'Exclusivo con', 'forecolor': '#414141', 'backgroundcolor': '#FFFFFF'}, {'text': '0', 'forecolor': '#121212', 'backgroundcolor': '#FFFFFF'}, {'text': 'Santander', 'forecolor': '#121212', 'backgroundcolor': '#FFFFFF'}], 'image': {'primary_image': 'https://assets.mobile.playdigital.com.ar/promotions_dynamics/06462ab0-e737-45b5-8ae0-e9c5d0b2656a/primary_image.jpg?v=1739276153258', 'tertiary_image': None, 'secondary_image': 'https://assets.mobile.playdigital.com.ar/promotions_dynamics/06462ab0-e737-45b5-8ae0-e9c5d0b2656a/secondary_image.png?v=1738934464255', 'primary_position': [{'x': 0, 'y': 0}, {'x': 0, 'y': 0}, {'x': 0, 'y': 4}, {'x': 0, 'y': -8}], 'primary_backgroundcolor': '#FFFFFF', 'secondary_backgroundcolor': '#FFFFFF', 'optional_images_pack': {'landscape_app': None, 'landscape_web': None, 'landscape_bgcolor': '#FFFFFF'}}, 'tag_extras': [{'type': 'time_range', 'label': '', 'value': False}, {'type': 'countdown', 'value': False}, {'type': 'online_store', 'value': True}]}",00:00:00-03,23:59:00-03,installments,MBW_and_engine,all,online,2025-02-07T03:00:00.000Z,2025-02-21T02:59:59.999Z,LMXJVSD,18 CSI en Samsung S25,active,"santander,on city,samsung s25,online,todos los dias",707ba4f4-66fb-49d7-b5d8-f4bec88a1107,18csi-samsungs25-oncity-santander-feb25,2502-Santander-OnCity-SamsungS25-Online-18csi,Tienda Online On City,,,#FFFFFF,"{'categories': [{'map_category': 10, 'sub_categories': [41]}]}",RUNNING
0651fb6c-0cf9-43f9-b3c3-1baeffaff22d,classic_free_content,,,"{'row': [{'text': 'Ave Negra ', 'forecolor': '#121212', 'backgroundcolor': '#FFFFFF'}, {'text': '25% de reintegro ', 'forecolor': '#121212', 'backgroundcolor': '#FFFFFF'}, {'text': 'Desde el 01/12 al 02/03', 'forecolor': '#121212', 'backgroundcolor': '#FFFFFF'}, {'text': 'Exclusivo con', 'forecolor': '#414141', 'backgroundcolor': '#FFFFFF'}, {'text': '25000', 'forecolor': '#121212', 'backgroundcolor': '#FFFFFF'}, {'text': 'Banco Galicia ', 'forecolor': '#121212', 'backgroundcolor': '#FFFFFF'}], 'image': {'primary_image': 'https://assets.mobile.playdigital.com.ar/promotions_dynamics/0651fb6c-0cf9-43f9-b3c3-1baeffaff22d/primary_image.jpg?v=1733165682434', 'tertiary_image': None, 'secondary_image': 'https://assets.mobile.playdigital.com.ar/promotions_dynamics/0651fb6c-0cf9-43f9-b3c3-1baeffaff22d/secondary_image.png?v=1732802137669', 'primary_position': [{'x': 0, 'y': 0}, {'x': 0, 'y': 0}, {'x': 0, 'y': 0}, {'x': 0, 'y': 0}], 'primary_backgroundcolor': '#FFFFFF', 'tertiary_backgroundcolor': None, 'secondary_backgroundcolor': '#FFFFFF', 'optional_images_pack': {'landscape_app': None, 'landscape_web': None, 'landscape_bgcolor': '#FFFFFF'}}, 'extra_row': None, 'tag_extras': [{'type': 'time_range', 'label': None, 'value': False}, {'type': 'countdown', 'label': None, 'value': False}, {'type': 'online_store', 'label': None, 'value': False}]}",00:00:00-03,23:59:00-03,payment_promotion,MBW_and_engine,all,instore,2024-12-01T03:00:00.000Z,2025-03-03T02:59:59.999Z,LMXJVSD,25% en Ave Negra,active,"ave negra,restaurante,todos los dias,galicia",c40f116c-2cce-4218-bea3-412fd4b1d999,25off-avenegra-galicia-eminent-dic24,2412-Galicia-Eminent-AveNegra-Presencial-25off,Ave Negra,,,#FFFFFF,"{'categories': [{'map_category': 2, 'sub_categories': [12]}]}",RUNNING
06c174cc-97d4-4dfb-bf21-34ac9bb7281e,classic_free_content,,,"{'row': [{'text': 'Mimo & Co', 'forecolor': None, 'extra_data': None, 'backgroundcolor': None}, {'text': '20% y 9 cuotas ', 'forecolor': None, 'extra_data': None, 'backgroundcolor': None}, {'text': 'Desde el 11/10 al 28/02', 'forecolor': None, 'extra_data': None, 'backgroundcolor': None}, {'text': 'Exclusivo con', 'forecolor': None, 'extra_data': None, 'backgroundcolor': None}, {'text': '0', 'forecolor': None, 'extra_data': None, 'backgroundcolor': None}, {'text': 'BNA', 'forecolor': None, 'extra_data': [{'name_bank': 'Banco Nación', 'image_bank': 'https://assets.mobile.playdigital.com.ar/images/banks/nacion.png'}], 'backgroundcolor': None}], 'image': {'primary_image': 'https://assets.mobile.playdigital.com.ar/promotions_dynamics/06c174cc-97d4-4dfb-bf21-34ac9bb7281e/primary_image.jpg?v=1736946605790', 'tertiary_image': None, 'secondary_image': 'https://assets.mobile.playdigital.com.ar/promotions_dynamics/06c174cc-97d4-4dfb-bf21-34ac9bb7281e/secondary_image.png?v=1736946605769', 'primary_position': [{'x': 0, 'y': 0}, {'x': 0, 'y': 0}, {'x': 0, 'y': 0}, {'x': 0, 'y': 0}], 'primary_backgroundcolor': '#FFFFFF', 'tertiary_backgroundcolor': None, 'secondary_backgroundcolor': '#FFFFFF', 'optional_images_pack': {'landscape_app': None, 'landscape_web': None, 'landscape_bgcolor': '#FFFFFF'}}, 'extra_row': None, 'tag_extras': [{'type': 'time_range', 'label': None, 'value': False}, {'type': 'countdown', 'label': None, 'value': False}, {'type': 'online_store', 'label': None, 'value': False}]}",00:00:00-03,23:59:00-03,payment_promotion,MBW,all,"instore,instore_nfc",2024-10-11T03:00:00.000Z,2025-03-01T02:59:59.999Z,VSD,20% y 9 CSI en Mimo & Co,active,"mimo & co,indumentaria,bna,presencial,viernes,sabado,domingo",ac2f26f5-0134-4c16-b41a-3b8ba7aa42b0,20off-9csi-mimoandco-bna-info-oct24,2410-U5295-BNA-Mimo&Co-Presencial-20off-9csi-informativa,Mimo & Co,,,#FFFFFF,"{'categories': [{'map_category': 3, 'sub_categories': [35]}]}",RUNNING
06c99053-ec68-4850-b38b-476accbc1919,classic_free_content,,,"{'row': [{'text': 'Yenny y El Ateneo', 'forecolor': '#121212', 'backgroundcolor': '#FFFFFF'}, {'text': '15% y hasta 6 cuotas', 'forecolor': '#121212', 'backgroundcolor': '#FFFFFF'}, {'text': 'Desde el 06/01 al 31/03', 'forecolor': '#121212', 'backgroundcolor': '#FFFFFF'}, {'text': 'Exclusivo con', 'forecolor': '#414141', 'backgroundcolor': '#FFFFFF'}, {'text': '20000', 'forecolor': '#121212', 'backgroundcolor': '#FFFFFF'}, {'text': 'Banco Santander', 'forecolor': '#121212', 'backgroundcolor': '#FFFFFF'}], 'image': {'primary_image': 'https://assets.mobile.playdigital.com.ar/promotions_dynamics/06c99053-ec68-4850-b38b-476accbc1919/primary_image.jpg?v=1734729468726', 'tertiary_image': None, 'secondary_image': 'https://assets.mobile.playdigital.com.ar/promotions_dynamics/06c99053-ec68-4850-b38b-476accbc1919/secondary_image.png?v=1734729468703', 'primary_position': [{'x': 0, 'y': 0}, {'x': 0, 'y': 0}, {'x': 0, 'y': 0}, {'x': 0, 'y': 0}], 'primary_backgroundcolor': '#FFFFFF', 'tertiary_backgroundcolor': None, 'secondary_backgroundcolor': '#FFFFFF', 'optional_images_pack': {'landscape_app': None, 'landscape_web': None, 'landscape_bgcolor': '#FFFFFF'}}, 'extra_row': None, 'tag_extras': [{'type': 'time_range', 'label': None, 'value': False}, {'type': 'countdown', 'label': None, 'value': False}, {'type': 'online_store', 'label': None, 'value': False}]}",00:00:00-03,23:59:00-03,payment_promotion,MBW_and_engine,all,instore,2025-01-06T03:00:00.000Z,2025-04-01T02:59:59.999Z,LMXJVSD,15% en Yenny,active,"yenny,libreria,reintegro,cuotas,presencial",1a1f4004-030b-4aff-b61c-e9a3946d5168,15off-yenny-santander-ene25,2501-Santander-Yenny-presencial-15off,Yenny y El Ateneo,,,#FFFFFF,"{'categories': [{'map_category': 13, 'sub_categories': [20]}]}",RUNNING
072f8ffa-8198-426e-8390-4177db922125,classic_free_content,,,"{'row': [{'text': 'Supermercado ISIS', 'forecolor': '#121212', 'backgroundcolor': '#FFFFFF'}, {'text': '25% de reintegro', 'forecolor': '#121212', 'backgroundcolor': '#FFFFFF'}, {'text': 'Desde el 01/12 al 31/03', 'forecolor': '#121212', 'backgroundcolor': '#FFFFFF'}, {'text': 'Exclusivo con', 'forecolor': '#414141', 'backgroundcolor': '#FFFFFF'}, {'text': '10000', 'forecolor': '#121212', 'backgroundcolor': '#FFFFFF'}, {'text': 'Hipotecario', 'forecolor': '#121212', 'backgroundcolor': '#FFFFFF'}], 'image': {'primary_image': 'https://assets.mobile.playdigital.com.ar/promotions_dynamics/072f8ffa-8198-426e-8390-4177db922125/primary_image.jpg?v=1732740890621', 'tertiary_image': None, 'secondary_image': 'https://assets.mobile.playdigital.com.ar/promotions_dynamics/072f8ffa-8198-426e-8390-4177db922125/secondary_image.png?v=1732740890631', 'primary_position': [{'x': 0, 'y': 0}, {'x': 0, 'y': 0}, {'x': 0, 'y': 0}, {'x': 0, 'y': 0}], 'primary_backgroundcolor': '#FFFFFF', 'secondary_backgroundcolor': '#FFFFFF', 'optional_images_pack': {'landscape_app': None, 'landscape_web': None, 'landscape_bgcolor': '#FFFFFF'}}, 'tag_extras': [{'type': 'time_range', 'label': '', 'value': False}, {'type': 'countdown', 'value': False}, {'type': 'online_store', 'value': False}]}",00:00:00-03,23:59:00-03,payment_promotion,MBW_and_engine,all,instore,2024-12-01T03:00:00.000Z,2025-04-01T02:59:59.999Z,M,25% en Supermercado ISIS,active,"25,reintegro,hipotecario,isis,supermercados,martes,cg,diciembre",9cb0efc0-65fc-4707-82e7-be3cb3166015,25-hipotecario-supermercadoisis-dic24,2412-hipotecario-supermercadoisis-cg-presencial-25off,Supermercado ISIS,,,#FFFFFF,"{'categories': [{'map_category': 1, 'sub_categories': [43]}]}",RUNNING
0781c8c3-f9f1-4ef8-96ba-4b1849708842,classic_free_content,,,"{'row': [{'text': 'Piazza', 'forecolor': '#121212', 'backgroundcolor': '#FFFFFF'}, {'text': '25% de reintegro', 'forecolor': '#121212', 'backgroundcolor': '#FFFFFF'}, {'text': 'Desde el 01/12 al 02/03', 'forecolor': '#121212', 'backgroundcolor': '#FFFFFF'}, {'text': 'Exclusivo con', 'forecolor': '#414141', 'backgroundcolor': '#FFFFFF'}, {'text': '60000', 'forecolor': '#121212', 'backgroundcolor': '#FFFFFF'}, {'text': 'Banco Galicia ', 'forecolor': '#121212', 'backgroundcolor': '#FFFFFF'}], 'image': {'primary_image': 'https://assets.mobile.playdigital.com.ar/promotions_dynamics/0781c8c3-f9f1-4ef8-96ba-4b1849708842/primary_image.jpg?v=1733141770192', 'tertiary_image': None, 'secondary_image': 'https://assets.mobile.playdigital.com.ar/promotions_dynamics/0781c8c3-f9f1-4ef8-96ba-4b1849708842/secondary_image.png?v=1733148598015', 'primary_position': [{'x': 0, 'y': 0}, {'x': 0, 'y': 0}, {'x': 0, 'y': 20}, {'x': 0, 'y': -24}], 'primary_backgroundcolor': '#FFFFFF', 'secondary_backgroundcolor': '#FFFFFF', 'optional_images_pack': {'landscape_app': None, 'landscape_web': None, 'landscape_bgcolor': '#FFFFFF'}}, 'tag_extras': [{'type': 'time_range', 'label': '', 'value': False}, {'type': 'countdown', 'value': False}, {'type': 'online_store', 'value': False}]}",00:00:00-03,23:59:00-03,payment_promotion,MBW_and_engine,all,instore,2024-12-01T03:00:00.000Z,2025-03-03T02:59:59.999Z,LMXJVSD,25% en Piazza,active,"piazza,galicia,restaurante,todos los dias",176255dd-739c-4862-bbb0-6625edf2f108,25off-piazza-galicia-eminent-dic24,2412-Galicia-Eminent-Piazza-Presencial-25off,Piazza,,,#FFFFFF,"{'categories': [{'map_category': 2, 'sub_categories': [12]}]}",RUNNING
07e531b8-9558-4b5f-9049-15defd36729c,classic_free_content,,,"{'row': [{'text': 'Pani', 'forecolor': '#121212', 'backgroundcolor': '#FFFFFF'}, {'text': '40% de reintegro ', 'forecolor': '#121212', 'backgroundcolor': '#FFFFFF'}, {'text': 'Desde el 01/12 al 28/02', 'forecolor': '#121212', 'backgroundcolor': '#FFFFFF'}, {'text': 'Exclusivo con', 'forecolor': '#414141', 'backgroundcolor': '#FFFFFF'}, {'text': '12000', 'forecolor': '#121212', 'backgroundcolor': '#FFFFFF'}, {'text': 'Banco Galicia ', 'forecolor': '#121212', 'backgroundcolor': '#FFFFFF'}], 'image': {'primary_image': 'https://assets.mobile.playdigital.com.ar/promotions_dynamics/07e531b8-9558-4b5f-9049-15defd36729c/primary_image.jpg?v=1736796475311', 'tertiary_image': None, 'secondary_image': 'https://assets.mobile.playdigital.com.ar/promotions_dynamics/07e531b8-9558-4b5f-9049-15defd36729c/secondary_image.png?v=1736796475313', 'primary_position': [{'x': 0, 'y': 0}, {'x': 0, 'y': 0}, {'x': 0, 'y': 0}, {'x': 0, 'y': 0}], 'primary_backgroundcolor': '#FFFFFF', 'secondary_backgroundcolor': '#FFFFFF', 'optional_images_pack': {'landscape_app': None, 'landscape_web': None, 'landscape_bgcolor': '#FFFFFF'}}, 'tag_extras': [{'type': 'time_range', 'label': '', 'value': False}, {'type': 'countdown', 'value': False}, {'type': 'online_store', 'value': False}]}",00:00:00-03,23:59:00-03,payment_promotion,MBW_and_engine,all,instore,2024-12-01T03:00:00.000Z,2025-03-01T02:59:59.999Z,J,40% en Pani,active,"pani,galicia,jueves,presencial",9bea0c83-c995-49e0-8fde-88e40c206289,40off-pani-galicia-ene25,2501-Galicia-Pani-Presencial-40off,Pani,,,#FFFFFF,"{'categories': [{'map_category': 2, 'sub_categories': [47]}]}",RUNNING
091fee47-42ea-484b-926c-1ac6be1a7b46,classic_free_content,,,"{'row': [{'text': 'El Timón', 'forecolor': None, 'extra_data': None, 'backgroundcolor': None}, {'text': '30% de reintegro', 'forecolor': None, 'extra_data': None, 'backgroundcolor': None}, {'text': 'Desde el 01/01 al 28/02', 'forecolor': None, 'extra_data': None, 'backgroundcolor': None}, {'text': 'Exclusivo con', 'forecolor': None, 'extra_data': None, 'backgroundcolor': None}, {'text': '50000', 'forecolor': None, 'extra_data': None, 'backgroundcolor': None}, {'text': 'Macro Selecta', 'forecolor': None, 'extra_data': [{'name_bank': 'Macro', 'image_bank': 'https://assets.mobile.playdigital.com.ar/images/banks/macro.png'}], 'backgroundcolor': None}], 'image': {'primary_image': 'https://assets.mobile.playdigital.com.ar/promotions_dynamics/091fee47-42ea-484b-926c-1ac6be1a7b46/primary_image.jpg?v=1734702755024', 'tertiary_image': None, 'secondary_image': 'https://assets.mobile.playdigital.com.ar/promotions_dynamics/091fee47-42ea-484b-926c-1ac6be1a7b46/secondary_image.png?v=1734359519027', 'primary_position': [{'x': 0, 'y': 0}, {'x': 0, 'y': 0}, {'x': 0, 'y': 0}, {'x': 0, 'y': 0}], 'primary_backgroundcolor': '#FFFFFF', 'tertiary_backgroundcolor': None, 'secondary_backgroundcolor': '#FFFFFF', 'optional_images_pack': {'landscape_app': None, 'landscape_web': None, 'landscape_bgcolor': '#FFFFFF'}}, 'extra_row': None, 'tag_extras': [{'type': 'time_range', 'label': None, 'value': False}, {'type': 'countdown', 'label': None, 'value': False}, {'type': 'online_store', 'label': None, 'value': False}]}",00:00:00-03,23:59:00-03,payment_promotion,MBW_and_engine,all,instore,2025-01-01T03:00:00.000Z,2025-03-01T02:59:59.999Z,LMXJVSD,30% en El Timón,active,"el timon,gastronomia,presencial,macro selecta,reintegro",fb9050db-bec0-430a-84a0-c11a2022c925,30off-eltimon-macroselecta-ene25,2501-MacroSelecta-ElTimón-Presencial-30off,El Timón,,,#FFFFFF,"{'categories': [{'map_category': 2, 'sub_categories': [30, 12, 46]}]}",RUNNING
092298fa-245e-453c-ab7c-768d3cf68e5f,classic_free_content,,,"{'row': [{'text': 'Apio Verde', 'forecolor': None, 'extra_data': None, 'backgroundcolor': None}, {'text': '20% y 3 cuotas', 'forecolor': None, 'extra_data': None, 'backgroundcolor': None}, {'text': 'Desde el 16/01 al 27/02', 'forecolor': None, 'extra_data': None, 'backgroundcolor': None}, {'text': 'Exclusivo con', 'forecolor': None, 'extra_data': None, 'backgroundcolor': None}, {'text': '20000', 'forecolor': None, 'extra_data': None, 'backgroundcolor': None}, {'text': 'BBVA', 'forecolor': None, 'extra_data': [{'name_bank': 'BBVA', 'image_bank': 'https://assets.mobile.playdigital.com.ar/images/banks/bbva.png'}], 'backgroundcolor': None}], 'image': {'primary_image': 'https://assets.mobile.playdigital.com.ar/promotions_dynamics/092298fa-245e-453c-ab7c-768d3cf68e5f/primary_image.jpg?v=1736967622243', 'tertiary_image': None, 'secondary_image': 'https://assets.mobile.playdigital.com.ar/promotions_dynamics/092298fa-245e-453c-ab7c-768d3cf68e5f/secondary_image.png?v=1736967622256', 'primary_position': [{'x': 0, 'y': 0}, {'x': 0, 'y': 0}, {'x': 0, 'y': 0}, {'x': 0, 'y': 0}], 'primary_backgroundcolor': '#FFFFFF', 'tertiary_backgroundcolor': None, 'secondary_backgroundcolor': '#FFFFFF', 'optional_images_pack': {'landscape_app': None, 'landscape_web': None, 'landscape_bgcolor': '#FFFFFF'}}, 'extra_row': None, 'tag_extras': [{'type': 'time_range', 'label': None, 'value': False}, {'type': 'countdown', 'label': None, 'value': False}, {'type': 'online_store', 'label': None, 'value': False}]}",00:00:00-03,23:59:00-03,payment_promotion,MBW_and_engine,all,instore,2025-01-16T03:00:00.000Z,2025-02-28T02:59:59.999Z,J,20% y 3 CSI en Apio Verde,active,"apio verde,jugueterias,jueves,presencial,bbva",a44f8605-0bf0-49d7-b48c-dcd64449e9db,20off-3csi-apioverde-jugueterias-bbva-ene25,2501-BBVA-ApioVerde-Jugueterías-Presencial-20off-3csi,Apio Verde,,,#FFFFFF,"{'categories': [{'map_category': 13, 'sub_categories': [15]}]}",RUNNING
0929df58-3903-4a60-9281-0c5fd0a88524,classic_free_content,,,"{'row': [{'text': 'Mustang', 'forecolor': None, 'extra_data': None, 'backgroundcolor': None}, {'text': '20% de reintegro', 'forecolor': None, 'extra_data': None, 'backgroundcolor': None}, {'text': 'Desde el 1/01 al 28/02', 'forecolor': None, 'extra_data': None, 'backgroundcolor': None}, {'text': 'Exclusivo con', 'forecolor': None, 'extra_data': None, 'backgroundcolor': None}, {'text': '10000', 'forecolor': None, 'extra_data': None, 'backgroundcolor': None}, {'text': 'Banco Macro', 'forecolor': None, 'extra_data': [{'name_bank': 'Macro', 'image_bank': 'https://assets.mobile.playdigital.com.ar/images/banks/macro.png'}], 'backgroundcolor': None}], 'image': {'primary_image': 'https://assets.mobile.playdigital.com.ar/promotions_dynamics/0929df58-3903-4a60-9281-0c5fd0a88524/primary_image.jpg?v=1734957390462', 'tertiary_image': None, 'secondary_image': 'https://assets.mobile.playdigital.com.ar/promotions_dynamics/0929df58-3903-4a60-9281-0c5fd0a88524/secondary_image.png?v=1734551563672', 'primary_position': [{'x': 0, 'y': 0}, {'x': 0, 'y': 0}, {'x': 0, 'y': 0}, {'x': 0, 'y': 0}], 'primary_backgroundcolor': '#FFFFFF', 'tertiary_backgroundcolor': None, 'secondary_backgroundcolor': '#FFFFFF', 'optional_images_pack': {'landscape_app': None, 'landscape_web': None, 'landscape_bgcolor': '#FFFFFF'}}, 'extra_row': None, 'tag_extras': [{'type': 'time_range', 'label': None, 'value': False}, {'type': 'countdown', 'label': None, 'value': False}, {'type': 'online_store', 'label': None, 'value': False}]}",00:00:00-03,23:59:00-03,payment_promotion,MBW_and_engine,all,instore,2025-01-01T03:00:00.000Z,2025-03-01T02:59:59.999Z,LMXJVSD,20% en Mustang,active,"macro,todos los dias,mustang,restaurante,gastronomia",9f297595-e4fd-4c3c-9988-2e78068a2f54,20off-mustang-macro-dic24,2412-Mustang-Macro-Presencial-20off,Mustang,,,#FFFFFF,"{'categories': [{'map_category': 2, 'sub_categories': [12]}]}",RUNNING
